A,𐑩
A,𐑱
ABANDONED,𐑩𐑚𐑨𐑯𐑛𐑩𐑯𐑛
ABOUT,𐑩𐑚𐑬𐑑
ABOVE,𐑩𐑚𐑳𐑝
ABROAD,𐑩𐑚𐑮𐑷𐑛
ABSOLUTE,𐑨𐑚𐑕𐑩𐑤𐑵𐑑
ACCOUNT,𐑩𐑒𐑬𐑯𐑑
ACTION,𐑨𐑒𐑖𐑩𐑯
AFFLICTED,𐑩𐑓𐑤𐑦𐑒𐑑𐑩𐑛
AGAIN,𐑩𐑜𐑧𐑯
AGAINST,𐑩𐑜𐑧𐑯𐑕𐑑
AGED,𐑱𐑡𐑛
AGED,𐑱𐑡𐑩𐑛
AGITATION,𐑨𐑡𐑦𐑑𐑱𐑖𐑩𐑯
AGREEING,𐑩𐑜𐑮𐑰𐑦𐑙
AH,𐑭
AID,𐑱𐑛
AIDED,𐑱𐑛𐑩𐑛
AIDENN,𐑱𐑛𐑩𐑯
ALL,𐑷𐑤
ALLAN,𐑨𐑤𐑩𐑯
ALOUD,𐑩𐑤𐑬𐑛
ALSO,𐑷𐑤𐑕𐑴
ALTHOUGH,𐑷𐑤𐑞𐑴
AM,𐑨𐑥
AMID,𐑩𐑥𐑦𐑛
AMONG,𐑩𐑥𐑳𐑙
AN,𐑩𐑯
AN,𐑨𐑯
ANCIENT,𐑱𐑯𐑖𐑩𐑯𐑑
AND,𐑨𐑯𐑛
ANTIQUE,𐑨𐑯𐑑𐑰𐑒
APPALLED,𐑩𐑐𐑷𐑤𐑛
APPALS,𐑩𐑐𐑷𐑤𐑟
APPENNINES,𐑩𐑐𐑧𐑯𐑲𐑯𐑟
APPLIANCES,𐑩𐑐𐑤𐑲𐑩𐑯𐑕𐑩𐑟
APPOINTMENTS,𐑩𐑐𐑶𐑯𐑑𐑥𐑩𐑯𐑑𐑕
APPROACH,𐑩𐑐𐑮𐑴𐑗
APPROACHED,𐑩𐑐𐑮𐑴𐑗𐑑
APPROVED,𐑩𐑐𐑮𐑵𐑝𐑛
AS,𐑨𐑟
ASIDE,𐑩𐑕𐑲𐑛
ASSUMPTIONS,𐑩𐑕𐑳𐑥𐑐𐑖𐑩𐑯𐑟
ASTOUNDED,𐑩𐑕𐑑𐑬𐑯𐑛𐑩𐑛
AT,𐑨𐑑
ATTAINED,𐑩𐑑𐑱𐑯𐑛
ATTENDANTS,𐑩𐑑𐑧𐑯𐑛𐑩𐑯𐑑𐑕
ATTENTION,𐑩𐑑𐑧𐑯𐑖𐑩𐑯
ATTENTIONS,𐑩𐑑𐑧𐑯𐑖𐑩𐑯𐑟
AUGUST,𐑷𐑜𐑩𐑕𐑑
AVENGED,𐑩𐑝𐑧𐑯𐑡𐑛
AWAITING,𐑩𐑢𐑱𐑑𐑦𐑙
AWAY,𐑩𐑢𐑱
AWE,𐑷
B,𐑚𐑰
BACK,𐑚𐑨𐑒
BACKED,𐑚𐑨𐑒𐑑
BADE,𐑚𐑱𐑛
BALL,𐑚𐑷𐑤
BALM,𐑚𐑭𐑥
BAN,𐑚𐑨𐑯
BE,𐑚𐑰
BEAK,𐑚𐑰𐑒
BEAST,𐑚𐑰𐑕𐑑
BEAT,𐑚𐑰𐑑
BEATING,𐑚𐑰𐑑𐑦𐑙
BECAME,𐑚𐑦𐑒𐑱𐑥
BECOME,𐑚𐑦𐑒𐑳𐑥
BED,𐑚𐑧𐑛
BEDECKED,𐑚𐑦𐑛𐑧𐑒𐑑
BEGAN,𐑚𐑦𐑜𐑨𐑯
BEGUILING,𐑚𐑦𐑜𐑲𐑤𐑦𐑙
BEHELD,𐑚𐑦𐑣𐑧𐑤𐑛
BEING,𐑚𐑰𐑦𐑙
BELL,𐑚𐑧𐑤
BELLS,𐑚𐑧𐑤𐑟
BELOVED,𐑚𐑦𐑤𐑳𐑝𐑛
BELOW,𐑚𐑦𐑤𐑴
BENDS,𐑚𐑧𐑯𐑛𐑟
BENEATH,𐑚𐑦𐑯𐑰𐑔
BESIDE,𐑚𐑦𐑕𐑲𐑛
BESIDES,𐑚𐑦𐑕𐑲𐑛𐑟
BETOOK,𐑚𐑦𐑑𐑫𐑒
BETWEEN,𐑚𐑦𐑑𐑢𐑰𐑯
BID,𐑚𐑦𐑛
BIRD,𐑚𐑻𐑛
BLACK,𐑚𐑤𐑨𐑒
BLACKNESS,𐑚𐑤𐑨𐑒𐑯𐑩𐑕
BLEAK,𐑚𐑤𐑰𐑒
BLEEDING,𐑚𐑤𐑰𐑛𐑦𐑙
BLESSED,𐑚𐑤𐑧𐑕𐑑
BLESSED,𐑚𐑤𐑧𐑕𐑩𐑛
BLOOD,𐑚𐑤𐑳𐑛
BLUE,𐑚𐑤𐑵
BOLD,𐑚𐑴𐑤𐑛
BOLTS,𐑚𐑴𐑤𐑑𐑕
BONES,𐑚𐑴𐑯𐑟
BOOK,𐑚𐑫𐑒
BOOKS,𐑚𐑫𐑒𐑕
BOSOM,𐑚𐑫𐑟𐑩𐑥
BOSOM'S,𐑚𐑫𐑟𐑩𐑥𐑟
BOTH,𐑚𐑴𐑔
BOUGHT,𐑚𐑷𐑑
BOUNDS,𐑚𐑬𐑯𐑛𐑟
BOWED,𐑚𐑴𐑛
BOWED,𐑚𐑬𐑛
BRAZEN,𐑚𐑮𐑱𐑟𐑩𐑯
BREAST,𐑚𐑮𐑧𐑕𐑑
BREATH,𐑚𐑮𐑧𐑔
BRIDE,𐑚𐑮𐑲𐑛
BRIEF,𐑚𐑮𐑰𐑓
BRITISH,𐑚𐑮𐑦𐑑𐑦𐑖
BROAD,𐑚𐑮𐑷𐑛
BROKE,𐑚𐑮𐑴𐑒
BROKEN,𐑚𐑮𐑴𐑒𐑩𐑯
BROUGHT,𐑚𐑮𐑷𐑑
BROW,𐑚𐑮𐑬
BROWS,𐑚𐑮𐑬𐑟
BRUSH,𐑚𐑮𐑳𐑖
BRUSHES,𐑚𐑮𐑳𐑖𐑩𐑟
BUFFOONS,𐑚𐑩𐑓𐑵𐑯𐑟
BUILDING,𐑚𐑦𐑤𐑛𐑦𐑙
BURDEN,𐑚𐑻𐑛𐑩𐑯
BURNED,𐑚𐑻𐑯𐑛
BURNING,𐑚𐑻𐑯𐑦𐑙
BURSTING,𐑚𐑻𐑕𐑑𐑦𐑙
BUST,𐑚𐑳𐑕𐑑
BUT,𐑚𐑳𐑑
BUZZ,𐑚𐑳𐑟
BY,𐑚𐑲
C,𐑕𐑰
CALLED,𐑒𐑷𐑤𐑛
CALM,𐑒𐑭𐑥
CAME,𐑒𐑱𐑥
CAN,𐑒𐑨𐑯
CANDELABRUM,𐑒𐑨𐑯𐑛𐑦𐑤𐑭𐑚𐑮𐑩𐑥
CANVAS,𐑒𐑨𐑯𐑝𐑩𐑕
CAP,𐑒𐑨𐑐
CASE,𐑒𐑱𐑕
CASEMENTS,𐑒𐑱𐑕𐑥𐑩𐑯𐑑𐑕
CATACOMBS,𐑒𐑨𐑑𐑩𐑒𐑴𐑥𐑟
CAUGHT,𐑒𐑷𐑑
CAUSE,𐑒𐑷𐑟
CAUSED,𐑒𐑷𐑟𐑛
CAUSING,𐑒𐑷𐑟𐑦𐑙
CAUTION,𐑒𐑷𐑖𐑩𐑯
CAUTIOUS,𐑒𐑷𐑖𐑩𐑕
CEASED,𐑕𐑰𐑕𐑑
CEILING,𐑕𐑰𐑤𐑦𐑙
CEREMENTS,𐑕𐑧𐑮𐑦𐑥𐑩𐑯𐑑𐑕
CERTAIN,𐑕𐑻𐑑𐑩𐑯
CHAIN,𐑗𐑱𐑯
CHAINED,𐑗𐑱𐑯𐑛
CHATEAU,𐑖𐑨𐑑𐑴
CHEAT,𐑗𐑰𐑑
CHEEKS,𐑗𐑰𐑒𐑕
CHERISHING,𐑗𐑧𐑮𐑦𐑖𐑦𐑙
CHIME,𐑗𐑲𐑥
CHIMES,𐑗𐑲𐑥𐑟
CHIMING,𐑗𐑲𐑥𐑦𐑙
CHOICE,𐑗𐑶𐑕
CIRCUIT,𐑕𐑻𐑒𐑦𐑑
CLANG,𐑒𐑤𐑨𐑙
CLANKING,𐑒𐑤𐑨𐑙𐑒𐑦𐑙
CLOAK,𐑒𐑤𐑴𐑒
CLOSE,𐑒𐑤𐑴𐑕
CLOSE,𐑒𐑤𐑴𐑟
CLOSED,𐑒𐑤𐑴𐑟𐑛
CLOSEST,𐑒𐑤𐑴𐑕𐑩𐑕𐑑
COLD,𐑒𐑴𐑤𐑛
COME,𐑒𐑳𐑥
COMES,𐑒𐑳𐑥𐑟
COMMENCED,𐑒𐑩𐑥𐑧𐑯𐑕𐑑
COMPLETED,𐑒𐑩𐑥𐑐𐑤𐑰𐑑𐑩𐑛
CONCEALED,𐑒𐑩𐑯𐑕𐑰𐑤𐑛
CONCEPTIONS,𐑒𐑩𐑯𐑕𐑧𐑐𐑖𐑩𐑯𐑟
CONCLUSION,𐑒𐑩𐑙𐑒𐑤𐑵𐑠𐑩𐑯
CONDITION,𐑒𐑩𐑯𐑛𐑦𐑖𐑩𐑯
CONFOUNDED,𐑒𐑩𐑯𐑓𐑬𐑯𐑛𐑩𐑛
CONFRONTED,𐑒𐑩𐑯𐑓𐑮𐑳𐑯𐑑𐑩𐑛
CONFUSED,𐑒𐑩𐑯𐑓𐑿𐑟𐑛
CONSTRAINED,𐑒𐑩𐑯𐑕𐑑𐑮𐑱𐑯𐑛
CONSTRUCTED,𐑒𐑩𐑯𐑕𐑑𐑮𐑳𐑒𐑑𐑩𐑛
CONSULTING,𐑒𐑩𐑯𐑕𐑳𐑤𐑑𐑦𐑙
CONTAGION,𐑒𐑩𐑯𐑑𐑱𐑡𐑩𐑯
CONTINUED,𐑒𐑩𐑯𐑑𐑦𐑯𐑿𐑛
CONVULSED,𐑒𐑩𐑯𐑝𐑳𐑤𐑕𐑑
COULD,𐑒𐑫𐑛
COUNTENANCE,𐑒𐑬𐑯𐑑𐑩𐑯𐑩𐑯𐑕
COUNTENANCES,𐑒𐑬𐑯𐑑𐑩𐑯𐑩𐑯𐑕𐑩𐑟
CRAVEN,𐑒𐑮𐑱𐑝𐑩𐑯
CREATION,𐑒𐑮𐑰𐑱𐑖𐑩𐑯
CREPT,𐑒𐑮𐑧𐑐𐑑
CREST,𐑒𐑮𐑧𐑕𐑑
CRIED,𐑒𐑮𐑲𐑛
CRITICISE,𐑒𐑮𐑦𐑑𐑦𐑕𐑲𐑟
CROAKING,𐑒𐑮𐑴𐑒𐑦𐑙
CROWD,𐑒𐑮𐑬𐑛
CROWDED,𐑒𐑮𐑬𐑛𐑩𐑛
CRUSHES,𐑒𐑮𐑳𐑖𐑩𐑟
CRY,𐑒𐑮𐑲
CRYING,𐑒𐑮𐑲𐑦𐑙
CRYPT,𐑒𐑮𐑦𐑐𐑑
CURTAIN,𐑒𐑻𐑑𐑩𐑯
CURTAINS,𐑒𐑻𐑑𐑩𐑯𐑟
CUSHION'S,𐑒𐑫𐑖𐑩𐑯𐑟
CUSHIONED,𐑒𐑫𐑖𐑩𐑯𐑛
D,𐑛𐑰
DAMES,𐑛𐑱𐑥𐑟
DAMP,𐑛𐑨𐑥𐑐
DAMPNESS,𐑛𐑨𐑥𐑐𐑯𐑩𐑕
DAMPS,𐑛𐑨𐑥𐑐𐑕
DAUNTLESS,𐑛𐑷𐑯𐑑𐑤𐑩𐑕
DAY,𐑛𐑱
DAYS,𐑛𐑱𐑟
DE,𐑛𐑩
DE,𐑛𐑰
DEAD,𐑛𐑧𐑛
DEATH,𐑛𐑧𐑔
DECAY,𐑛𐑦𐑒𐑱
DECEIVED,𐑛𐑦𐑕𐑰𐑝𐑛
DECIDED,𐑛𐑦𐑕𐑲𐑛𐑩𐑛
DECISION,𐑛𐑦𐑕𐑦𐑠𐑩𐑯
DECORA,𐑛𐑦𐑒𐑷𐑮𐑩
DECORUM,𐑛𐑦𐑒𐑷𐑮𐑩𐑥
DEED,𐑛𐑰𐑛
DEEP,𐑛𐑰𐑐
DEFEND,𐑛𐑦𐑓𐑧𐑯𐑛
DEFIANCE,𐑛𐑦𐑓𐑲𐑩𐑯𐑕
DEFINITIVENESS,𐑛𐑦𐑓𐑦𐑯𐑦𐑑𐑦𐑝𐑯𐑩𐑕
DEMON'S,𐑛𐑰𐑥𐑩𐑯𐑟
DEPENDED,𐑛𐑦𐑐𐑧𐑯𐑛𐑩𐑛
DEPICT,𐑛𐑦𐑐𐑦𐑒𐑑
DEPICTED,𐑛𐑦𐑐𐑦𐑒𐑑𐑩𐑛
DEPRIVED,𐑛𐑦𐑐𐑮𐑲𐑝𐑛
DEPTH,𐑛𐑧𐑐𐑔
DESCENDED,𐑛𐑦𐑕𐑧𐑯𐑛𐑩𐑛
DESCENDING,𐑛𐑦𐑕𐑧𐑯𐑛𐑦𐑙
DESCENT,𐑛𐑦𐑕𐑧𐑯𐑑
DESCRIBE,𐑛𐑦𐑕𐑒𐑮𐑲𐑚
DESERT,𐑛𐑦𐑟𐑻𐑑
DESERT,𐑛𐑧𐑟𐑼𐑑
DESIGN,𐑛𐑦𐑟𐑲𐑯
DESIGNATED,𐑛𐑧𐑟𐑦𐑜𐑯𐑱𐑑𐑩𐑛
DESOLATE,𐑛𐑧𐑕𐑩𐑤𐑱𐑑
DESTINED,𐑛𐑧𐑕𐑑𐑦𐑯𐑛
DETECTING,𐑛𐑦𐑑𐑧𐑒𐑑𐑦𐑙
DEVASTATED,𐑛𐑧𐑝𐑦𐑕𐑑𐑱𐑑𐑩𐑛
DID,𐑛𐑦𐑛
DIE,𐑛𐑲
DIED,𐑛𐑲𐑛
DIFFERENT,𐑛𐑦𐑓𐑮𐑩𐑯𐑑
DIRECTED,𐑛𐑲𐑮𐑧𐑒𐑑𐑩𐑛
DIRECTION,𐑛𐑲𐑮𐑧𐑒𐑖𐑩𐑯
DIRGES,𐑛𐑻𐑡𐑩𐑟
DISAPPROBATION,𐑛𐑦𐑕𐑨𐑐𐑮𐑩𐑚𐑱𐑖𐑩𐑯
DISCUSSED,𐑛𐑦𐑕𐑒𐑳𐑕𐑑
DISEASE,𐑛𐑦𐑟𐑰𐑟
DISGUST,𐑛𐑦𐑕𐑜𐑳𐑕𐑑
DISPELLED,𐑛𐑦𐑕𐑐𐑧𐑤𐑛
DISPIRITED,𐑛𐑦𐑕𐑐𐑦𐑮𐑦𐑑𐑩𐑛
DISPLACING,𐑛𐑦𐑕𐑐𐑤𐑱𐑕𐑦𐑙
DISPLEASED,𐑛𐑦𐑕𐑐𐑤𐑰𐑟𐑛
DISPOSED,𐑛𐑦𐑕𐑐𐑴𐑟𐑛
DISSIPATE,𐑛𐑦𐑕𐑦𐑐𐑱𐑑
DISSOLUTION,𐑛𐑦𐑕𐑩𐑤𐑵𐑖𐑩𐑯
DISTANT,𐑛𐑦𐑕𐑑𐑩𐑯𐑑
DISTASTE,𐑛𐑦𐑕𐑑𐑱𐑕𐑑
DISTILLED,𐑛𐑦𐑕𐑑𐑦𐑤𐑛
DISTINGUISH,𐑛𐑦𐑕𐑑𐑦𐑙𐑜𐑢𐑦𐑖
DISTINGUISHED,𐑛𐑦𐑕𐑑𐑦𐑙𐑜𐑢𐑦𐑖𐑑
DISTURB,𐑛𐑦𐑕𐑑𐑻𐑚
DISTURBED,𐑛𐑦𐑕𐑑𐑻𐑚𐑛
DIVINING,𐑛𐑦𐑝𐑲𐑯𐑦𐑙
DO,𐑛𐑵
DO,𐑛𐑴
DONE,𐑛𐑳𐑯
DOUBT,𐑛𐑬𐑑
DOUBTING,𐑛𐑬𐑑𐑦𐑙
DOUBTLESS,𐑛𐑬𐑑𐑤𐑩𐑕
DOUBTS,𐑛𐑬𐑑𐑕
DOWN,𐑛𐑬𐑯
DRAWING,𐑛𐑮𐑷𐑦𐑙
DRAWN,𐑛𐑮𐑷𐑯
DREADING,𐑛𐑮𐑧𐑛𐑦𐑙
DREAM,𐑛𐑮𐑰𐑥
DREAMING,𐑛𐑮𐑰𐑥𐑦𐑙
DREAMS,𐑛𐑮𐑰𐑥𐑟
DRESS,𐑛𐑮𐑧𐑕
DREW,𐑛𐑮𐑵
DRINK,𐑛𐑮𐑦𐑙𐑒
DRINKING,𐑛𐑮𐑦𐑙𐑒𐑦𐑙
DRIPPED,𐑛𐑮𐑦𐑐𐑑
DRUNKEN,𐑛𐑮𐑳𐑙𐑒𐑩𐑯
DULL,𐑛𐑳𐑤
DUSK,𐑛𐑳𐑕𐑒
DYING,𐑛𐑲𐑦𐑙
E,𐑰
EACH,𐑰𐑗
EARTH,𐑻𐑔
EASE,𐑰𐑟
ECHO,𐑧𐑒𐑴
ECHOED,𐑧𐑒𐑴𐑛
ECHOES,𐑧𐑒𐑴𐑟
EFFECT,𐑦𐑓𐑧𐑒𐑑
EFFECTS,𐑦𐑓𐑧𐑒𐑑𐑕
EGRESS,𐑦𐑜𐑮𐑧𐑕
EGRESS,𐑰𐑜𐑮𐑧𐑕
EIGHTH,𐑱𐑑𐑔
ELBOW,𐑧𐑤𐑚𐑴
ELEVENTH,𐑦𐑤𐑧𐑝𐑩𐑯𐑔
EMANATING,𐑧𐑥𐑩𐑯𐑱𐑑𐑦𐑙
EMBELLISHMENTS,𐑦𐑥𐑚𐑧𐑤𐑦𐑖𐑥𐑩𐑯𐑑𐑕
EMBRACE,𐑦𐑥𐑚𐑮𐑱𐑕
EMBRACED,𐑦𐑥𐑚𐑮𐑱𐑕𐑑
EMOTION,𐑦𐑥𐑴𐑖𐑩𐑯
EMPHASIS,𐑧𐑥𐑓𐑩𐑕𐑦𐑕
ENCRUSTED,𐑦𐑙𐑒𐑮𐑳𐑕𐑑𐑩𐑛
END,𐑧𐑯𐑛
ENDS,𐑧𐑯𐑛𐑟
ENGAGED,𐑦𐑙𐑜𐑱𐑡𐑛
ENGAGEMENT,𐑦𐑙𐑜𐑱𐑡𐑥𐑩𐑯𐑑
ENOUGH,𐑦𐑯𐑳𐑓
ENTRANCE,𐑧𐑯𐑑𐑮𐑩𐑯𐑕
ENTRANCE,𐑦𐑯𐑑𐑮𐑨𐑯𐑕
ENVELOPED,𐑦𐑯𐑝𐑧𐑤𐑩𐑐𐑑
ERECT,𐑦𐑮𐑧𐑒𐑑
ERECTED,𐑦𐑮𐑧𐑒𐑑𐑩𐑛
ESTABLISHED,𐑦𐑕𐑑𐑨𐑚𐑤𐑦𐑖𐑑
EVEN,𐑰𐑝𐑩𐑯
EVENING,𐑰𐑝𐑯𐑦𐑙
EVENING,𐑰𐑝𐑩𐑯𐑦𐑙
EXCELLENT,𐑧𐑒𐑕𐑩𐑤𐑩𐑯𐑑
EXCESSIVE,𐑦𐑒𐑕𐑧𐑕𐑦𐑝
EXCITED,𐑦𐑒𐑕𐑲𐑑𐑩𐑛
EXCLAIMED,𐑦𐑒𐑕𐑒𐑤𐑱𐑥𐑛
EXECUTION,𐑧𐑒𐑕𐑦𐑒𐑿𐑖𐑩𐑯
EXISTED,𐑦𐑜𐑟𐑦𐑕𐑑𐑩𐑛
EXPECTED,𐑦𐑒𐑕𐑐𐑧𐑒𐑑𐑩𐑛
EXPLICIT,𐑦𐑒𐑕𐑐𐑤𐑦𐑕𐑦𐑑
EXPOSED,𐑦𐑒𐑕𐑐𐑴𐑟𐑛
EXPRESSING,𐑦𐑒𐑕𐑐𐑮𐑧𐑕𐑦𐑙
EXPRESSION,𐑦𐑒𐑕𐑐𐑮𐑧𐑖𐑩𐑯
EXPRESSIVE,𐑦𐑒𐑕𐑐𐑮𐑧𐑕𐑦𐑝
EXTENSIVE,𐑦𐑒𐑕𐑑𐑧𐑯𐑕𐑦𐑝
EXTENT,𐑦𐑒𐑕𐑑𐑧𐑯𐑑
EXTREME,𐑦𐑒𐑕𐑑𐑮𐑰𐑥
EYE,𐑲
EYES,𐑲𐑟
F,𐑧𐑓
FABRIC,𐑓𐑨𐑚𐑮𐑦𐑒
FACE,𐑓𐑱𐑕
FACT,𐑓𐑨𐑒𐑑
FAILED,𐑓𐑱𐑤𐑛
FAILS,𐑓𐑱𐑤𐑟
FALL,𐑓𐑷𐑤
FALLING,𐑓𐑷𐑤𐑦𐑙
FALLS,𐑓𐑷𐑤𐑟
FANGS,𐑓𐑨𐑙𐑟
FANTASTIC,𐑓𐑨𐑯𐑑𐑨𐑕𐑑𐑦𐑒
FASHION,𐑓𐑨𐑖𐑩𐑯
FASHIONS,𐑓𐑨𐑖𐑩𐑯𐑟
FAWN,𐑓𐑷𐑯
FEEL,𐑓𐑰𐑤
FEELING,𐑓𐑰𐑤𐑦𐑙
FEET,𐑓𐑰𐑑
FELL,𐑓𐑧𐑤
FELLOW,𐑓𐑧𐑤𐑴
FELLOWS,𐑓𐑧𐑤𐑴𐑟
FELT,𐑓𐑧𐑤𐑑
FERVID,𐑓𐑻𐑝𐑦𐑛
FETE,𐑓𐑱𐑑
FEW,𐑓𐑿
FIELD,𐑓𐑰𐑤𐑛
FIEND,𐑓𐑰𐑯𐑛
FIFTH,𐑓𐑦𐑓𐑔
FILIGREED,𐑓𐑦𐑤𐑦𐑜𐑮𐑰𐑛
FILLED,𐑓𐑦𐑤𐑛
FINDING,𐑓𐑲𐑯𐑛𐑦𐑙
FINE,𐑓𐑲𐑯
FINISHED,𐑓𐑦𐑯𐑦𐑖𐑑
FIRST,𐑓𐑻𐑕𐑑
FITTED,𐑓𐑦𐑑𐑩𐑛
FITTING,𐑓𐑦𐑑𐑦𐑙
FLAGON,𐑓𐑤𐑨𐑜𐑩𐑯
FLAMBEAUX,𐑓𐑤𐑨𐑥𐑚𐑴
FLAME,𐑓𐑤𐑱𐑥
FLAMES,𐑓𐑤𐑱𐑥𐑟
FLASHED,𐑓𐑤𐑨𐑖𐑑
FLASHING,𐑓𐑤𐑨𐑖𐑦𐑙
FLEECE,𐑓𐑤𐑰𐑕
FLEW,𐑓𐑤𐑵
FLIES,𐑓𐑤𐑲𐑟
FLIRT,𐑓𐑤𐑻𐑑
FLITTING,𐑓𐑤𐑦𐑑𐑦𐑙
FLOATING,𐑓𐑤𐑴𐑑𐑦𐑙
FLOATS,𐑓𐑤𐑴𐑑𐑕
FLOWN,𐑓𐑤𐑴𐑯
FLOWS,𐑓𐑤𐑴𐑟
FLUNG,𐑓𐑤𐑳𐑙
FOLDING,𐑓𐑴𐑤𐑛𐑦𐑙
FOLDS,𐑓𐑴𐑤𐑛𐑟
FOOLS,𐑓𐑵𐑤𐑟
FOOT,𐑓𐑫𐑑
FOULNESS,𐑓𐑬𐑤𐑯𐑩𐑕
FOUND,𐑓𐑬𐑯𐑛
FOWL,𐑓𐑬𐑤
FRAME,𐑓𐑮𐑱𐑥
FRAMES,𐑓𐑮𐑱𐑥𐑟
FRIEND,𐑓𐑮𐑧𐑯𐑛
FRIENDS,𐑓𐑮𐑧𐑯𐑛𐑟
FRINGED,𐑓𐑮𐑦𐑯𐑡𐑛
FRO,𐑓𐑮𐑴
FRONT,𐑓𐑮𐑳𐑯𐑑
FROWNED,𐑓𐑮𐑬𐑯𐑛
FROZEN,𐑓𐑮𐑴𐑟𐑩𐑯
FULL,𐑓𐑫𐑤
FURNACES,𐑓𐑻𐑯𐑦𐑕𐑩𐑟
FURNISHED,𐑓𐑻𐑯𐑦𐑖𐑑
G,𐑡𐑰
GAIN,𐑜𐑱𐑯
GAIT,𐑜𐑱𐑑
GATES,𐑜𐑱𐑑𐑕
GAVE,𐑜𐑱𐑝
GAY,𐑜𐑱
GAZE,𐑜𐑱𐑟
GAZED,𐑜𐑱𐑟𐑛
GESTICULATION,𐑡𐑧𐑕𐑑𐑦𐑒𐑘𐑫𐑤𐑱𐑖𐑩𐑯
GET,𐑜𐑧𐑑
GETTING,𐑜𐑧𐑑𐑦𐑙
GHOST,𐑜𐑴𐑕𐑑
GILDED,𐑜𐑦𐑤𐑛𐑩𐑛
GIRL,𐑜𐑻𐑤
GIVEN,𐑜𐑦𐑝𐑩𐑯
GIVING,𐑜𐑦𐑝𐑦𐑙
GLEAMING,𐑜𐑤𐑰𐑥𐑦𐑙
GLEAMS,𐑜𐑤𐑰𐑥𐑟
GLEE,𐑜𐑤𐑰
GLOATED,𐑜𐑤𐑴𐑑𐑩𐑛
GLOATING,𐑜𐑤𐑴𐑑𐑦𐑙
GLOOM,𐑜𐑤𐑵𐑥
GLOW,𐑜𐑤𐑴
GLOWED,𐑜𐑤𐑴𐑛
GO,𐑜𐑴
GOAT,𐑜𐑴𐑑
GOLDEN,𐑜𐑴𐑤𐑛𐑩𐑯
GOOD,𐑜𐑫𐑛
GOOSE,𐑜𐑵𐑕
GRANITE,𐑜𐑮𐑨𐑯𐑦𐑑
GRAVE,𐑜𐑮𐑱𐑝
GRAVE,𐑜𐑮𐑭𐑝
GREAT,𐑜𐑮𐑱𐑑
GREEN,𐑜𐑮𐑰𐑯
GREW,𐑜𐑮𐑵
GRIEVE,𐑜𐑮𐑰𐑝
GRIM,𐑜𐑮𐑦𐑥
GROPE,𐑜𐑮𐑴𐑐
GROTESQUE,𐑜𐑮𐑴𐑑𐑧𐑕𐑒
GROUND,𐑜𐑮𐑬𐑯𐑛
GROUP,𐑜𐑮𐑵𐑐
GROWN,𐑜𐑮𐑴𐑯
GUESSING,𐑜𐑧𐑕𐑦𐑙
GUIDING,𐑜𐑲𐑛𐑦𐑙
H,𐑱𐑗
HA,𐑣𐑭
HABILIMENTS,𐑣𐑩𐑚𐑦𐑤𐑦𐑥𐑩𐑯𐑑𐑕
HAD,𐑣𐑨𐑛
HALE,𐑣𐑱𐑤
HALLS,𐑣𐑷𐑤𐑟
HAND,𐑣𐑨𐑯𐑛
HANDS,𐑣𐑨𐑯𐑛𐑟
HANG,𐑣𐑨𐑙
HANGS,𐑣𐑨𐑙𐑟
HAPPENED,𐑣𐑨𐑐𐑩𐑯𐑛
HAS,𐑣𐑨𐑟
HASTENED,𐑣𐑱𐑕𐑩𐑯𐑛
HATH,𐑣𐑨𐑔
HATING,𐑣𐑱𐑑𐑦𐑙
HAUNTED,𐑣𐑷𐑯𐑑𐑩𐑛
HAVE,𐑣𐑨𐑝
HAVING,𐑣𐑨𐑝𐑦𐑙
